AGE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,GENDER_male,RACE_minority,VEHICLE_TYPE_sports car,OUTCOME,RISK_SCORE,RISK_CATEGORY
2,2,2,0,0.5337114186807402,1.0,1,1.0,1.0,8000.0,2,0,3,True,False,False,0.0,0.04096119664087264,Low Risk
1,1,2,1,0.1696797792669734,1.0,0,0.0,0.0,11000.0,3,0,3,True,False,False,0.0,0.10445716470080209,Low Risk
1,1,2,2,0.5250327586154788,1.0,0,1.0,1.0,6000.0,3,0,1,True,False,False,0.0,0.025843052142753408,Low Risk
0,0,2,0,0.4665225387334632,1.0,1,0.0,1.0,12000.0,0,0,0,True,False,False,1.0,0.7484658132002754,High Risk
2,2,2,2,0.481233804932597,1.0,1,1.0,1.0,7000.0,5,0,1,False,False,False,0.0,0.03819673294481024,Low Risk
1,1,2,0,0.4990390378280581,1.0,1,0.0,1.0,9000.0,2,1,2,True,False,False,0.0,0.2288955754686136,Low Risk
0,0,0,1,0.4298725443095585,1.0,1,0.0,1.0,12000.0,0,0,0,True,False,False,1.0,0.7193551324418095,High Risk
0,0,2,3,0.4087289251424027,0.0,1,1.0,0.0,11000.0,0,0,0,True,False,False,1.0,0.9334753384648069,High Risk
1,1,1,3,0.3745204644095052,1.0,1,0.0,1.0,14000.0,1,0,1,True,False,False,1.0,0.28987149451975924,Low Risk
3,3,0,2,0.6354537452847215,1.0,1,1.0,1.0,10000.0,6,0,1,False,False,False,0.0,0.015802994619099238,Low Risk
0,0,0,1,0.5961511521802579,0.0,1,0.0,0.0,11000.0,0,0,0,False,False,False,1.0,0.8575996631104112,High Risk
1,1,0,1,0.4514433140453183,1.0,1,0.0,0.0,14000.0,2,1,1,True,False,False,0.0,0.295534962120782,Low Risk
2,1,0,2,0.5678186917072966,1.0,0,1.0,0.0,7000.0,4,0,1,True,True,False,0.0,0.08013727150541465,Low Risk
1,1,0,0,0.5366566783666077,1.0,0,0.0,0.0,13000.0,1,0,1,True,False,False,0.0,0.09496835928836657,Low Risk
1,1,0,0,0.5040140874148478,0.0,1,0.0,0.0,15000.0,0,0,2,False,False,False,0.0,0.44776628677709956,Medium Risk
0,0,2,3,0.5101284382203101,1.0,0,0.0,0.0,12000.0,0,0,0,True,False,False,0.0,0.3851615472892951,Medium Risk
2,2,2,2,0.5250327586154788,1.0,0,1.0,1.0,11000.0,1,1,0,False,False,False,0.0,0.04525893382071821,Low Risk
2,1,2,2,0.4715767933840966,1.0,1,1.0,1.0,12000.0,0,1,0,False,False,False,0.0,0.10138742593229061,Low Risk
1,1,2,3,0.5250327586154788,0.0,1,0.0,1.0,6000.0,6,1,2,True,False,False,1.0,0.5383556489432213,Medium Risk
3,3,0,2,0.7194051606457107,1.0,0,1.0,1.0,15000.0,1,1,1,False,False,False,0.0,0.026087028676025335,Low Risk
0,0,2,3,0.4279793547975768,0.0,1,0.0,0.0,14000.0,0,0,0,True,False,False,1.0,0.9401374477144985,High Risk
3,3,0,2,0.6203612640126029,1.0,0,1.0,1.0,10000.0,6,2,7,True,False,False,0.0,0.002536276831307277,Low Risk
2,1,0,2,0.6365727892143006,1.0,0,1.0,1.0,10000.0,1,0,1,True,False,False,0.0,0.044930621132749114,Low Risk
1,0,2,2,0.5114051425042117,1.0,0,1.0,1.0,9000.0,0,0,0,True,False,False,0.0,0.2780778138966174,Low Risk
1,0,0,2,0.4822820482872847,1.0,1,1.0,0.0,9000.0,0,0,0,True,False,False,1.0,0.5980067374035736,Medium Risk
1,0,1,1,0.3958739380079953,0.0,1,0.0,1.0,12000.0,0,0,0,False,False,False,1.0,0.7779899577406436,High Risk
2,2,0,2,0.5586591735288894,0.0,1,0.0,1.0,15000.0,3,0,2,False,False,False,0.0,0.05570384914176578,Low Risk
1,0,1,3,0.3036760657982809,1.0,1,0.0,1.0,6000.0,0,0,0,False,True,False,1.0,0.38530307388079477,Medium Risk
1,1,1,0,0.5250327586154788,0.0,1,1.0,1.0,12000.0,0,0,2,True,False,False,0.0,0.4045186549368475,Medium Risk
2,2,1,1,0.3253852143795413,0.0,1,0.0,0.0,13000.0,1,0,3,True,True,False,0.0,0.25218464162513937,Low Risk
1,1,2,3,0.4103400623409491,0.0,1,0.0,0.0,15000.0,1,1,2,True,False,False,1.0,0.6848406540099488,High Risk
2,1,0,3,0.5093397048989089,1.0,0,1.0,1.0,11000.0,4,0,3,True,False,False,0.0,0.09982946194365125,Low Risk
1,1,1,1,0.390562996318312,0.0,1,1.0,1.0,11000.0,2,0,1,True,False,False,1.0,0.5231626935061267,Medium Risk
1,0,1,1,0.2828694808711571,0.0,1,1.0,0.0,13000.0,0,0,0,False,True,True,1.0,0.7587855207722428,High Risk
1,1,1,1,0.5250327586154788,0.0,1,0.0,1.0,11000.0,1,0,0,False,True,True,0.0,0.4757878554771283,Medium Risk
1,1,0,3,0.4514135164643635,1.0,1,1.0,1.0,9000.0,0,0,2,False,False,False,0.0,0.03767841023751635,Low Risk
1,1,0,2,0.4786100661720618,1.0,1,1.0,1.0,13000.0,2,0,2,True,True,False,0.0,0.12105232491110812,Low Risk
2,0,2,2,0.5358475482846472,0.0,0,1.0,0.0,8000.0,0,0,0,True,False,False,1.0,0.7447911297952442,High Risk
2,2,0,2,0.7046644402298989,0.0,0,1.0,0.0,13000.0,0,0,4,True,False,False,0.0,0.09198094097598901,Low Risk
1,1,2,2,0.5788865202303674,1.0,1,1.0,1.0,9000.0,0,1,0,False,False,False,0.0,0.04908421395928017,Low Risk
0,0,0,1,0.5250327586154788,0.0,1,1.0,1.0,11000.0,0,0,0,False,False,False,0.0,0.6949929033640827,High Risk
3,3,2,2,0.5963709500427482,1.0,1,1.0,1.0,11000.0,3,0,0,False,False,False,1.0,0.027448271198554915,Low Risk
1,1,0,0,0.4849151408745666,1.0,1,0.0,0.0,13000.0,1,0,0,False,False,True,1.0,0.2751735523127303,Low Risk
2,2,2,2,0.5757451296405501,1.0,1,1.0,0.0,12000.0,0,1,0,False,False,False,0.0,0.05654297307771412,Low Risk
0,0,1,3,0.352470054088405,1.0,1,0.0,0.0,17000.0,0,0,0,False,False,False,0.0,0.5791047696980485,Medium Risk
2,2,1,0,0.5767616751879808,1.0,0,0.0,1.0,13000.0,1,0,2,True,False,False,0.0,0.034455694406324414,Low Risk
0,0,1,1,0.3412755827959321,0.0,1,0.0,1.0,12000.0,0,0,0,False,False,False,1.0,0.8647731608898159,High Risk
0,0,1,1,0.5396039422623802,0.0,1,1.0,0.0,12000.0,0,0,0,True,False,False,1.0,0.95105112375085,High Risk
1,1,0,1,0.4465547424239288,0.0,1,1.0,1.0,11000.0,2,0,2,False,False,False,1.0,0.3302159151743328,Medium Risk
0,0,0,1,0.5250327586154788,0.0,1,0.0,0.0,14000.0,0,0,0,True,False,False,1.0,0.9436387586807241,High Risk
3,0,0,2,0.7019551732236028,1.0,1,0.0,1.0,12000.0,0,0,0,False,False,False,0.0,0.5086461706000558,Medium Risk
1,0,1,3,0.6617623171027551,0.0,1,0.0,0.0,12000.0,0,0,0,False,True,False,1.0,0.6450123909898875,High Risk
3,2,2,0,0.5801293984225457,1.0,1,1.0,1.0,12000.0,3,0,0,False,False,False,0.0,0.05823493037703497,Low Risk
1,1,2,2,0.6135902058261472,1.0,0,0.0,1.0,14000.0,0,0,1,False,False,False,0.0,0.03155741639793875,Low Risk
2,2,2,2,0.5744525583313149,1.0,0,1.0,1.0,14000.0,3,0,0,False,False,False,0.0,0.033441538507582164,Low Risk
1,1,1,1,0.267850926228347,1.0,0,0.0,1.0,11000.0,2,0,1,True,False,True,0.0,0.062210903317345016,Low Risk
1,0,0,3,0.3419832683410649,0.0,1,0.0,1.0,9000.0,0,0,0,True,False,True,1.0,0.9286111021756672,High Risk
1,1,0,2,0.7456780692155659,0.0,1,1.0,0.0,14000.0,1,0,1,True,True,True,1.0,0.5130773652549476,Medium Risk
0,0,1,1,0.5250327586154788,0.0,1,0.0,0.0,19000.0,0,0,0,False,False,False,1.0,0.8645994904344367,High Risk
2,2,0,2,0.5370649528312461,1.0,1,1.0,1.0,8000.0,3,1,1,True,False,False,0.0,0.03762687020108373,Low Risk
3,1,0,2,0.6894318277896103,1.0,0,0.0,1.0,16000.0,0,0,0,False,False,False,0.0,0.0796229478071845,Low Risk
0,0,2,0,0.7003260679630406,1.0,1,0.0,0.0,10000.0,0,0,0,True,False,False,1.0,0.6967186758487817,High Risk
2,2,0,2,0.654942816500423,1.0,0,1.0,0.0,12000.0,0,0,1,False,False,False,0.0,0.01567062888855027,Low Risk
2,1,0,2,0.6376023030196369,1.0,0,0.0,1.0,16000.0,0,0,0,True,False,False,0.0,0.07829337429768857,Low Risk
1,1,0,0,0.6291714655429573,1.0,1,1.0,1.0,11000.0,2,3,0,True,False,False,0.0,0.23273370848985317,Low Risk
2,0,0,3,0.3260329842745465,0.0,0,0.0,0.0,11000.0,0,0,0,False,False,False,0.0,0.6948782050621748,High Risk
0,0,0,1,0.2619796286414177,1.0,1,0.0,0.0,12000.0,0,0,0,True,False,False,1.0,0.7345335636877036,High Risk
1,1,1,1,0.3135714708801836,0.0,1,1.0,1.0,8000.0,0,0,2,False,True,False,0.0,0.33777219850291573,Medium Risk
1,1,0,3,0.372447204860674,1.0,1,0.0,0.0,14000.0,3,1,1,True,False,False,1.0,0.27732044938448847,Low Risk
0,0,2,1,0.5207603742973385,0.0,1,1.0,1.0,12000.0,0,0,0,False,False,False,1.0,0.586868398384783,Medium Risk
1,1,0,0,0.6943885556325824,0.0,0,1.0,1.0,10000.0,2,0,1,False,False,False,0.0,0.10886620867277541,Low Risk
1,1,0,2,0.7806924095404089,1.0,1,0.0,0.0,14000.0,0,0,1,True,False,False,1.0,0.34907053420828954,Medium Risk
0,0,0,1,0.3680788232816252,1.0,1,0.0,0.0,16000.0,0,0,0,True,False,False,1.0,0.7113906557843589,High Risk
3,3,2,2,0.4877128748047643,1.0,0,0.0,1.0,10000.0,9,3,2,True,False,False,0.0,0.037929853295983064,Low Risk
0,0,0,1,0.3123294192491464,0.0,1,0.0,1.0,9000.0,0,0,0,False,False,False,1.0,0.8705765778812843,High Risk
0,0,0,0,0.4602202743066808,1.0,0,0.0,0.0,14000.0,0,0,0,True,False,False,0.0,0.2774013564606511,Low Risk
0,0,0,0,0.4294014793588944,0.0,0,1.0,1.0,11000.0,0,0,0,True,False,False,1.0,0.5737023764557045,Medium Risk
1,1,0,0,0.6729444170751255,1.0,1,1.0,1.0,10000.0,0,0,1,False,False,True,0.0,0.17210996456904012,Low Risk
3,3,0,0,0.6272582619884957,0.0,1,0.0,0.0,14000.0,2,0,3,False,False,False,0.0,0.11194016853018168,Low Risk
1,1,0,2,0.6101737664890186,1.0,1,1.0,0.0,9000.0,0,0,0,True,True,False,0.0,0.1952162311896626,Low Risk
2,0,2,2,0.6214077529147503,1.0,1,1.0,1.0,13000.0,0,0,0,False,False,False,0.0,0.3668107433844422,Medium Risk
1,1,1,1,0.1761149663789997,0.0,1,0.0,1.0,17000.0,1,0,2,False,True,False,1.0,0.42122494205273703,Medium Risk
3,2,2,2,0.5604292078171568,0.0,0,1.0,1.0,9000.0,0,1,0,False,False,False,0.0,0.09535617883979379,Low Risk
3,3,0,2,0.7576978508471267,0.0,1,1.0,1.0,9000.0,1,0,1,False,False,False,0.0,0.0339945159398553,Low Risk
2,2,1,1,0.3769402881848251,0.0,1,0.0,1.0,11000.0,2,0,1,True,False,False,1.0,0.11431058439156017,Low Risk
3,3,0,2,0.5605274566968791,1.0,0,0.0,1.0,10000.0,4,1,2,False,False,False,0.0,0.009882579428915676,Low Risk
2,0,2,0,0.6200322323255878,0.0,1,1.0,1.0,10000.0,0,0,0,True,False,True,0.0,0.703076673052882,High Risk
3,2,2,2,0.6366509961363068,1.0,0,0.0,1.0,12000.0,3,0,1,True,False,False,0.0,0.03639492877904039,Low Risk
1,1,2,2,0.5250327586154788,1.0,1,1.0,1.0,10000.0,2,0,0,True,False,False,0.0,0.15297074683566408,Low Risk
2,2,2,2,0.5860322133857707,1.0,1,1.0,1.0,13000.0,1,0,5,True,False,False,0.0,0.023271788918907507,Low Risk
3,1,2,2,0.5250327586154788,1.0,0,1.0,1.0,11000.0,1,0,1,True,False,False,0.0,0.0680911245543507,Low Risk
2,0,2,2,0.5250327586154788,1.0,1,1.0,1.0,12000.0,0,0,0,False,False,False,0.0,0.46668654889041583,Medium Risk
0,0,2,3,0.3158472659456788,0.0,1,1.0,1.0,7000.0,0,0,0,False,False,False,1.0,0.7569668005537352,High Risk
2,0,0,2,0.5775123120799752,1.0,0,1.0,1.0,9000.0,0,0,0,True,False,False,0.0,0.1692128322827246,Low Risk
3,1,0,2,0.6971250545224917,1.0,0,1.0,1.0,13000.0,0,0,1,False,False,False,0.0,0.02838162607966475,Low Risk
1,1,1,3,0.3880197618179513,0.0,1,0.0,1.0,7000.0,4,0,2,True,False,False,0.0,0.517759416516792,Medium Risk
3,3,0,2,0.6979233163898869,1.0,1,1.0,1.0,8000.0,3,0,4,False,False,False,0.0,0.00629174302201995,Low Risk
2,1,1,0,0.5898164523944229,1.0,1,1.0,1.0,12000.0,1,0,0,False,False,False,0.0,0.08938177812372747,Low Risk
3,3,2,2,0.5648117834171698,1.0,0,1.0,1.0,10000.0,4,0,4,True,False,False,0.0,0.0032445405535805267,Low Risk
0,0,1,1,0.3632019260006953,0.0,0,0.0,0.0,16000.0,0,0,0,False,False,False,1.0,0.8263480564923039,High Risk
2,2,1,1,0.1695337483643942,0.0,1,1.0,1.0,10000.0,6,2,0,True,False,False,0.0,0.07325060782311256,Low Risk
1,0,0,3,0.4694285820819799,1.0,1,0.0,0.0,17000.0,0,0,0,True,False,False,1.0,0.718778883499438,High Risk
2,0,2,2,0.6391504458264309,0.0,0,0.0,0.0,13000.0,0,0,0,False,False,False,1.0,0.5597756079116113,Medium Risk
2,0,1,1,0.417725758286916,0.0,1,0.0,1.0,9000.0,0,0,0,False,False,False,1.0,0.8022866197504303,High Risk
0,0,1,1,0.3190279628767566,0.0,1,0.0,1.0,12000.0,0,0,0,True,True,False,1.0,0.9671399006352346,High Risk
2,2,2,0,0.5250327586154788,1.0,1,0.0,1.0,14000.0,0,0,3,False,False,False,0.0,0.07300158245718133,Low Risk
3,3,2,2,0.7896637075334306,1.0,1,1.0,1.0,7000.0,8,0,5,True,False,False,0.0,0.016706388337634992,Low Risk
0,0,0,0,0.5692990604033793,1.0,1,0.0,1.0,16000.0,0,0,0,True,False,False,0.0,0.6887459995940526,High Risk
2,2,2,2,0.6414858257848157,1.0,1,1.0,1.0,10000.0,4,0,2,False,False,False,0.0,0.026242872774132252,Low Risk
3,0,1,2,0.6300561111086315,1.0,0,1.0,1.0,6000.0,0,0,0,False,True,False,0.0,0.06792658915571467,Low Risk
1,1,2,0,0.6076688719748496,0.0,1,0.0,0.0,16000.0,3,1,0,True,False,False,1.0,0.5438037538079421,Medium Risk
2,0,0,3,0.5057903732571783,1.0,1,0.0,1.0,13000.0,0,0,0,True,False,False,0.0,0.6687686207639288,High Risk
2,2,0,0,0.6110940512740566,1.0,1,0.0,1.0,10000.0,3,0,2,False,False,False,0.0,0.05434956255608136,Low Risk
1,1,1,1,0.393470768101357,0.0,1,0.0,0.0,16000.0,0,0,1,True,False,False,1.0,0.740968396461164,High Risk
0,0,1,1,0.3109816429091414,0.0,1,0.0,0.0,14000.0,0,0,0,False,True,False,1.0,0.8681467045664388,High Risk
2,2,0,2,0.8259127336694695,1.0,0,1.0,1.0,10000.0,2,1,0,True,False,False,0.0,0.10144219205267137,Low Risk
1,0,1,1,0.1922339121015746,0.0,1,0.0,1.0,14000.0,0,0,0,True,False,False,1.0,0.913807835027829,High Risk
2,1,2,2,0.5511064646902994,0.0,1,1.0,1.0,9000.0,1,0,3,True,False,False,0.0,0.2590046495729976,Low Risk
2,2,1,0,0.4712685598165698,1.0,1,1.0,1.0,7000.0,4,0,0,False,False,False,0.0,0.0644414867570879,Low Risk
0,0,0,1,0.1732536697645697,0.0,0,0.0,1.0,12000.0,0,0,0,True,True,False,0.0,0.3200861179798092,Medium Risk
3,3,2,2,0.7720112601896554,1.0,0,1.0,1.0,8000.0,4,0,4,False,False,False,0.0,0.0030166453562109393,Low Risk
2,2,2,2,0.5250327586154788,1.0,0,1.0,1.0,10000.0,0,0,1,False,False,False,0.0,0.018147441465845876,Low Risk
2,2,0,2,0.6698449508438887,1.0,1,1.0,1.0,17000.0,2,0,2,True,False,False,1.0,0.05048827687181334,Low Risk
2,1,0,2,0.7928853742076165,1.0,1,0.0,1.0,12000.0,1,0,1,True,True,False,0.0,0.2563482451800827,Low Risk
2,2,2,2,0.556783098109776,1.0,0,1.0,0.0,12000.0,0,2,1,False,False,False,0.0,0.02151291342332735,Low Risk
1,1,2,2,0.6836615273168883,1.0,0,1.0,0.0,13000.0,0,0,1,False,False,False,0.0,0.021975825891215967,Low Risk
1,1,2,0,0.4947342991549172,1.0,1,0.0,0.0,16000.0,1,0,0,True,False,False,1.0,0.3968683094996329,Medium Risk
2,0,2,2,0.7289629571901667,1.0,1,1.0,1.0,12000.0,0,0,0,True,False,False,0.0,0.6787210838569492,High Risk
1,0,0,3,0.5330235023251753,1.0,1,0.0,1.0,7000.0,0,0,0,True,False,False,1.0,0.6446096232788966,High Risk
3,3,2,2,0.7042280046651094,1.0,0,0.0,0.0,14000.0,5,0,2,True,False,False,0.0,0.049811958346195506,Low Risk
3,1,2,2,0.7449383495568896,0.0,0,0.0,1.0,16000.0,0,0,0,False,False,True,0.0,0.2996416234285967,Low Risk
1,1,0,2,0.7390951318308719,1.0,0,1.0,1.0,11000.0,0,0,0,False,True,True,0.0,0.19387721766360463,Low Risk
2,0,1,0,0.6128759842782445,1.0,1,1.0,1.0,14000.0,0,0,0,False,False,False,0.0,0.38435857510388216,Medium Risk
0,0,1,1,0.2483990423713467,0.0,1,0.0,0.0,14000.0,0,0,0,True,False,False,1.0,0.9700290429658456,High Risk
3,0,2,2,0.5918399062712096,1.0,1,1.0,1.0,12000.0,0,0,0,True,False,False,0.0,0.5427836811234787,Medium Risk
3,3,0,0,0.6952820041732881,1.0,1,0.0,1.0,12000.0,10,1,5,True,False,False,0.0,0.01632309394458432,Low Risk
2,2,2,2,0.6212782629746098,0.0,1,1.0,0.0,12000.0,4,1,1,True,False,False,0.0,0.15643845108867646,Low Risk
0,0,0,3,0.4177139816231188,1.0,1,0.0,1.0,18000.0,0,0,0,False,False,False,1.0,0.6183738766098057,High Risk
3,0,2,2,0.3895896430375335,1.0,0,0.0,1.0,12000.0,0,0,0,False,True,False,0.0,0.12240212042674427,Low Risk
3,3,0,2,0.7387876516708358,1.0,0,0.0,0.0,13000.0,7,2,4,True,False,False,0.0,0.013088141079831656,Low Risk
1,0,2,0,0.5668017602483743,1.0,1,0.0,1.0,13000.0,0,0,0,True,False,False,0.0,0.5772922386782626,Medium Risk
1,1,2,2,0.8360481279708311,1.0,0,1.0,1.0,12000.0,0,1,0,False,False,False,0.0,0.03517706307987859,Low Risk
3,3,0,2,0.4186462666783617,0.0,0,1.0,0.0,11000.0,7,1,3,False,False,False,0.0,0.02538855025349278,Low Risk
3,1,0,2,0.5325856618172601,0.0,0,0.0,1.0,9000.0,1,0,2,True,False,False,0.0,0.23382171350708927,Low Risk
0,0,0,3,0.3249858221459045,1.0,1,0.0,0.0,15000.0,0,0,0,True,False,False,1.0,0.6605638523937466,High Risk
2,2,0,1,0.3246316705166622,0.0,1,1.0,1.0,8000.0,1,1,1,True,False,False,0.0,0.07586894525526683,Low Risk
2,0,1,3,0.4803057894369645,1.0,1,0.0,1.0,12000.0,0,0,0,True,False,False,1.0,0.6365244967393888,High Risk
3,3,0,2,0.5570043831736404,1.0,0,0.0,0.0,15000.0,1,0,3,False,False,False,0.0,0.030052670093318693,Low Risk
0,0,2,3,0.4578980654711784,0.0,1,0.0,1.0,13000.0,0,0,0,True,False,False,1.0,0.9443676590220353,High Risk
1,1,0,3,0.4138204352537412,1.0,1,0.0,0.0,12000.0,2,1,0,False,False,False,1.0,0.2835704333683267,Low Risk
2,2,2,2,0.5231613440500279,1.0,0,1.0,1.0,10000.0,2,0,3,True,False,False,0.0,0.018333774960669628,Low Risk
2,0,0,3,0.4138142523036839,1.0,1,1.0,1.0,11000.0,0,0,0,False,False,False,1.0,0.3596690762941386,Medium Risk
3,2,0,2,0.5952325907713841,1.0,0,0.0,1.0,11000.0,0,0,1,False,False,False,0.0,0.02015617990881185,Low Risk
1,1,0,0,0.6811481136521422,1.0,1,0.0,1.0,14000.0,0,0,0,False,False,False,0.0,0.12900273969454615,Low Risk
1,1,1,1,0.4988020070215582,1.0,1,1.0,1.0,12000.0,0,0,0,False,True,False,0.0,0.1309609376540124,Low Risk
2,0,1,3,0.2858110156135545,0.0,0,0.0,1.0,8000.0,0,0,0,False,False,False,0.0,0.6526381837067575,High Risk
0,0,1,1,0.3812082678489889,1.0,1,0.0,1.0,11000.0,0,0,0,False,False,False,1.0,0.4260921812893292,Medium Risk
1,1,2,0,0.502144711398539,1.0,1,0.0,0.0,13000.0,4,0,3,True,False,False,1.0,0.25664458770417525,Low Risk
2,2,0,2,0.6247420724305428,1.0,1,1.0,1.0,11000.0,5,0,5,True,False,False,0.0,0.01871454198561487,Low Risk
3,1,2,2,0.6530763483634806,1.0,1,1.0,1.0,14000.0,0,0,0,True,False,False,0.0,0.17525130511018397,Low Risk
1,1,1,3,0.3780463794716419,0.0,0,0.0,0.0,13000.0,2,1,3,True,False,False,0.0,0.2507910135301446,Low Risk
0,0,0,3,0.5827148205827488,1.0,1,0.0,0.0,14000.0,0,0,0,False,False,False,1.0,0.6945659626237698,High Risk
3,0,0,2,0.6884061990645639,0.0,1,1.0,1.0,10000.0,0,0,0,False,False,True,1.0,0.6636866127672825,High Risk
1,1,0,3,0.3381122329748914,1.0,1,0.0,1.0,12000.0,0,0,1,True,False,False,0.0,0.18189127494660962,Low Risk
0,0,1,1,0.2716129810741211,0.0,1,0.0,1.0,14000.0,0,0,0,True,False,False,1.0,0.9760487448724685,High Risk
3,3,2,2,0.5624884776539817,1.0,1,1.0,1.0,6000.0,17,2,2,True,False,False,0.0,0.02568655004502453,Low Risk
0,0,0,3,0.399331859629261,0.0,1,0.0,1.0,13000.0,0,0,0,True,False,False,1.0,0.9416538308024556,High Risk
2,2,0,2,0.6261086476557679,1.0,0,0.0,0.0,13000.0,2,0,0,True,False,False,0.0,0.05100237889717377,Low Risk
3,3,2,2,0.7390510181007927,1.0,1,1.0,1.0,7000.0,7,1,14,True,False,False,0.0,0.018298361145864073,Low Risk
0,0,0,1,0.4720419041541344,0.0,1,0.0,0.0,12000.0,0,0,0,True,False,False,1.0,0.9425307424822948,High Risk
2,1,2,2,0.6354807022016492,1.0,1,1.0,1.0,12000.0,0,0,1,False,False,False,1.0,0.04907096276228267,Low Risk
2,2,2,2,0.6261446378547981,1.0,1,1.0,1.0,9000.0,3,0,4,True,False,False,0.0,0.03593967726161536,Low Risk
1,1,0,0,0.5250327586154788,0.0,1,0.0,1.0,12000.0,1,0,1,True,False,False,1.0,0.5989537322580307,Medium Risk
0,0,0,1,0.2971256597689672,0.0,1,0.0,0.0,14000.0,0,0,0,False,False,False,1.0,0.8419539476490692,High Risk
2,1,0,2,0.5149450496137513,1.0,0,1.0,1.0,11000.0,0,0,2,False,False,False,0.0,0.01485422009639727,Low Risk
1,1,0,1,0.3250074745875112,0.0,1,0.0,1.0,11000.0,0,0,1,False,False,False,1.0,0.36263536998811036,Medium Risk
2,1,1,2,0.5835233024083778,1.0,1,0.0,1.0,11000.0,0,1,0,True,False,False,1.0,0.12997711605783432,Low Risk
2,2,0,2,0.5379870992551136,1.0,0,1.0,1.0,11000.0,1,0,3,True,False,False,0.0,0.018516462156302354,Low Risk
1,1,1,1,0.376447450727611,1.0,1,1.0,0.0,14000.0,0,0,0,False,False,False,0.0,0.1351175594803916,Low Risk
3,3,0,2,0.5474226018840016,0.0,0,0.0,1.0,9000.0,3,0,0,False,False,False,0.0,0.05145824984189159,Low Risk
0,0,0,3,0.3489358689840792,1.0,0,0.0,0.0,9000.0,0,0,0,True,False,False,0.0,0.2943247783877333,Low Risk
2,2,0,2,0.6127386693205992,1.0,1,1.0,1.0,12000.0,1,0,0,False,False,False,0.0,0.04794904520942613,Low Risk
3,3,2,2,0.8740353092791097,1.0,1,1.0,1.0,10000.0,0,1,1,False,False,False,0.0,0.03497896396234873,Low Risk
2,0,2,2,0.6767378432079026,1.0,0,0.0,0.0,18000.0,0,0,0,True,False,False,0.0,0.4786610702847748,Medium Risk
2,2,0,0,0.6154684595384661,1.0,0,1.0,1.0,11000.0,4,0,1,False,False,False,0.0,0.020915801997520488,Low Risk
2,2,2,2,0.6183041682194829,1.0,0,1.0,1.0,8000.0,2,0,1,False,False,False,1.0,0.020304693560228973,Low Risk
2,1,1,0,0.4816627514207715,1.0,1,0.0,0.0,10000.0,2,0,1,True,False,False,0.0,0.18559846120153228,Low Risk
0,0,0,0,0.6541748007987723,0.0,1,0.0,1.0,10000.0,0,0,0,True,False,False,1.0,0.6301379371642146,High Risk
2,2,2,2,0.6051303442238017,1.0,1,1.0,1.0,12000.0,3,0,2,True,False,False,0.0,0.042181788335161466,Low Risk
3,2,0,2,0.5150190589717486,1.0,0,1.0,1.0,11000.0,1,1,5,True,False,False,0.0,0.012321917743548854,Low Risk
1,1,0,0,0.5927251997599887,1.0,0,0.0,1.0,12000.0,2,1,2,True,True,False,0.0,0.03792438167140559,Low Risk
3,3,0,2,0.5250327586154788,1.0,1,1.0,1.0,8000.0,2,0,0,False,False,False,0.0,0.021375498185591247,Low Risk
1,0,2,2,0.5250327586154788,1.0,1,1.0,1.0,12000.0,0,0,0,False,False,False,0.0,0.45988963662091975,Medium Risk
1,1,0,3,0.4225677139431647,0.0,1,0.0,1.0,11000.0,1,0,0,False,False,False,0.0,0.5454373168313109,Medium Risk
0,0,0,1,0.4047838394434597,0.0,1,0.0,0.0,19000.0,0,0,0,True,False,False,1.0,0.7256637634469425,High Risk
1,1,2,0,0.6524011797659252,1.0,1,1.0,1.0,12000.0,2,1,2,True,False,False,1.0,0.15409188675345775,Low Risk
1,1,1,3,0.3162075142100888,0.0,1,1.0,1.0,10000.0,1,0,4,True,True,False,1.0,0.5465974348795877,Medium Risk
2,0,0,2,0.6590428828046322,1.0,0,1.0,1.0,9000.0,0,0,0,True,True,False,0.0,0.10976980709681275,Low Risk
1,1,1,1,0.5302377246883134,1.0,1,0.0,0.0,12000.0,0,0,1,True,False,False,1.0,0.25309468033708926,Low Risk
2,0,0,2,0.7622701434360871,1.0,0,1.0,1.0,14000.0,0,0,0,False,False,False,0.0,0.04764857445872234,Low Risk
0,0,1,3,0.5934441402402558,0.0,1,0.0,1.0,12000.0,0,0,0,False,True,False,1.0,0.7727347371635457,High Risk
0,0,0,1,0.3821250572579422,0.0,1,0.0,0.0,13000.0,0,0,0,False,False,False,1.0,0.8633083741249643,High Risk
0,0,0,1,0.4814387645147136,0.0,1,0.0,0.0,13000.0,0,0,0,True,False,False,1.0,0.9579643209902714,High Risk
2,1,2,2,0.6965068063635781,1.0,1,0.0,0.0,15000.0,1,0,0,False,False,False,0.0,0.15950405025915948,Low Risk
1,1,2,2,0.467843765632501,1.0,0,1.0,1.0,12000.0,1,0,3,True,False,False,0.0,0.02275583224644337,Low Risk
0,0,1,1,0.3418617252047898,0.0,1,0.0,0.0,9000.0,0,0,0,False,False,False,1.0,0.8453366269028614,High Risk
